Industry,Year,Revenue,ProfitMargin,MarketCap,GrowthRate,ESG_Overall,ESG_Environmental,ESG_Social,ESG_Governance
Utilities,2021,469.8,5.9,324.7,4.2,54.4,11.1,73.5,78.8
Utilities,2022,477,6.1,373.5,1.5,55,12.5,71,81.3
Utilities,2023,486.3,8.2,337.8,2,54.9,14.4,71.1,79.1
Utilities,2024,520.1,7.6,321.1,6.9,54.2,14.5,69.2,78.8
Utilities,2025,556,7.4,451.9,6.9,55.2,16.1,71.6,77.8
Finance,2015,949.7,10.5,868.2,,61.2,73.9,53.3,56.4
Finance,2016,1007,10.6,1083.6,6,62,73.4,56.9,55.7
Finance,2017,1026.3,14,1747.2,1.9,61.2,71.4,56.1,56
Finance,2018,988.5,12.2,1908.7,-3.7,61.5,70.4,56.7,57.3
Finance,2019,1045.8,12.5,1193.1,5.8,63.3,74.7,59.9,55.2
Finance,2020,1172.7,14.2,2735.1,12.1,62.8,73.4,57.3,57.6
Finance,2021,1300.8,11.1,2650.9,10.9,64.3,75.5,58.4,58.9
Finance,2022,1264,13.2,2147.8,-2.8,65.6,78.9,59,58.9
Finance,2023,1315.8,9.9,2546.1,4.1,67.2,82.1,58.9,60.5
Finance,2024,1306.6,9.9,1176.3,-0.7,68,82.8,60,61.4
Finance,2025,1244.4,9,1480.1,-4.8,69.9,87.3,63.3,59.3
Energy,2015,7972.5,13.6,8847.6,,25.5,47.7,10.6,18.1
Energy,2016,8625.3,17.3,15528.5,8.2,27.6,51.5,12.5,18.9
Energy,2017,10563.1,16.4,32959.7,22.5,30.2,51.3,15.1,24.1
Energy,2018,10633.4,9.5,18884.7,0.7,33.4,54.5,16.9,28.9
Energy,2019,10737.1,13.6,19214.7,1,34.2,53.4,21.4,27.9
Energy,2020,11030.1,17.9,26351.4,2.7,35,53.1,21.9,29.9
Energy,2021,11844.2,19.2,29351.8,7.4,35.1,53.3,19.9,32.1
Energy,2022,12447.2,17.8,19585.5,5.1,35.5,55.4,18.3,32.8
Energy,2023,13563,14.3,22271.6,9,35.1,57.1,16.6,31.7
Energy,2024,18074.5,20.5,45597.9,33.3,35.7,60.2,16.2,30.9
Energy,2025,21020.8,14.8,43800,16.3,34.8,58.4,16.3,29.6
Healthcare,2015,652.2,15.1,2249.3,,66.5,65.4,83.1,51.1
Healthcare,2016,763.1,12,1026.9,17,67.3,66.5,83.1,52.4
Healthcare,2017,806.5,11.2,1208.5,5.7,69,72.3,84.4,50.2
Healthcare,2018,863.8,13.8,1934.2,7.1,70.4,77.5,87.6,46
Healthcare,2019,1020.4,16.4,2108.1,18.1,69.5,73.2,88.1,47.2
Healthcare,2020,1194.3,13.9,3167,17,69.5,74.4,88,46.1
Healthcare,2021,1358.8,11.9,2113.5,13.8,70.6,77.1,88,46.7
Healthcare,2022,1375.3,11.1,3350.8,1.2,70.7,78,88.4,45.6
Healthcare,2023,1711.1,13.5,4705.1,24.4,73,79.6,92.4,46.9
Healthcare,2024,1941.7,13.4,3902,13.5,75.2,83,92.4,50.2
Healthcare,2025,2196.1,12.6,6455.6,13.1,76.1,82.4,92.8,53.2
Healthcare,2015,1387.2,19.2,6545.4,,71.7,29.7,97.6,87.8
Healthcare,2016,1614.4,18.5,5940.1,16.4,71.9,32,95.8,87.9
Healthcare,2017,1695.7,20,6191.3,5,74.2,34.4,99.1,89.2
Healthcare,2018,1863.5,21.6,7150.3,9.9,75.5,36.2,97.9,92.5
Healthcare,2019,2041.6,20.5,9767.7,9.6,76.3,36.2,99.1,93.4
Healthcare,2020,2216.1,24.1,10576.5,8.6,76.5,37.6,100,91.9
Healthcare,2021,2385.2,28.6,9598.3,7.6,75.9,38.2,99.2,90.4
Healthcare,2022,2390.3,26.9,10525.3,0.2,76.1,39.2,100,89
Healthcare,2023,2744.7,28.2,16966.6,14.8,76.5,42.3,100,87.3
Healthcare,2024,2901.3,28,15900.3,5.7,76.2,40.9,98.7,89
Healthcare,2025,2872.1,29.2,11714.4,-1,76.6,39.2,100,90.6
Energy,2015,8377.9,18.2,14923.9,,68.1,45,72.4,86.9
Energy,2016,8220.4,21.9,29648.9,-1.9,70.3,47.2,74.1,89.5
Energy,2017,7909.6,20.9,24590.5,-3.8,69.2,46.1,72.2,89.4
Energy,2018,8190.8,15.8,12390.7,3.6,70.5,49.3,72.3,89.9
Energy,2019,7818.9,19.1,19127.5,-4.5,71.5,48.9,72.5,93.1
Energy,2020,7942.1,14.9,17657.4,1.6,73.3,50.8,75.1,94
Energy,2021,6869.8,7.9,8351.7,-13.5,74.9,50.7,80,93.9
Energy,2022,5289.1,7.3,7421.2,-23,76.8,54,81.9,94.4
Energy,2023,4941,12.6,11406.9,-6.6,77.3,54,82.7,95.3
Energy,2024,4776.1,13,10577.2,-3.3,78.1,53.5,82.4,98.3
Energy,2025,4183.6,24.2,19649.3,-12.4,77.3,54.8,82.1,94.9
Energy,2015,514.8,12.4,1244.3,,35.5,26.9,50.6,29.1
Energy,2016,603.5,20.7,1747.2,17.2,36.3,30.3,50,28.4
Energy,2017,634.6,25,2446,5.2,37.2,34.5,49.8,27.2
Energy,2018,595.3,18.7,1787.2,-6.2,39,34.9,51.6,30.5
Energy,2019,669.8,12.8,1170.5,12.5,38.9,35.3,51.9,29.5
Energy,2020,757.7,12.9,973.6,13.1,38.1,35.5,51.5,27.5
Energy,2021,872.9,5.8,587.2,15.2,38.3,33.9,52.4,28.6
Energy,2022,928.4,4.4,732.1,6.4,40.4,36.6,55.9,28.9
Energy,2023,931.9,0.9,94.6,0.4,42.4,39.6,56,31.5
Energy,2024,1025.5,1.8,308,10,41.2,38.9,53.8,30.9
Energy,2025,1039.9,2.9,481.9,1.4,41.3,39.9,54.6,29.3
Transportation,2015,809.3,3.2,357.9,,41.6,21.2,57.9,45.6
Transportation,2016,977.4,3.3,418.4,20.8,42.4,20.4,60.4,46.5
Transportation,2017,1078.3,-3.1,4921.7,10.3,45.1,20.9,63.6,50.8
Transportation,2018,1033.8,-0.8,4172,-4.1,46.4,21.3,65.6,52.3
Transportation,2019,1292,5.4,1057,25,50,26.9,67.4,55.6
Transportation,2020,1388.4,5.8,1000.5,7.5,48.6,26.3,66.2,53.3
Transportation,2021,1583.5,3.3,999.5,14,49.2,25.8,67,54.9
Transportation,2022,1867.7,5.8,1653.1,17.9,51.3,26.9,70.7,56.2
Transportation,2023,2118,9.4,2731.4,13.4,52.6,26.2,73.5,58.2
Transportation,2024,2395.7,8.4,2154.6,13.1,54.1,26.4,78,57.8
Transportation,2025,2744.5,4.8,2414.7,14.6,56.2,29,79.8,59.8
Transportation,2015,2337.7,4,1791.9,,53.4,26,73.6,60.6
Transportation,2016,2448.4,2,545,4.7,52.4,26.8,70.7,59.8
Transportation,2017,2489.8,-0.6,1709.9,1.7,54.3,30.2,74.6,58.1
Transportation,2018,2856.7,1.6,707.3,14.7,52.6,28.2,70.7,58.7
Transportation,2019,3110.5,3.3,1362.4,8.9,54.3,30.1,75.1,57.6
Transportation,2020,3003,1.6,464,-3.5,55.8,32.9,77.3,57.2
Transportation,2021,3397.6,1.7,1087.5,13.1,55.1,31.1,77.4,56.7
Transportation,2022,3602.6,-0.9,7336.3,6,56.9,34,79.6,57
Transportation,2023,3642.3,1.3,462.2,1.1,57.6,33.7,79.4,59.7
Transportation,2024,4002.7,3.4,2451.8,9.9,58,32.8,82.4,58.8
Transportation,2025,4126.1,0.7,266.1,3.1,59.6,37.1,82.1,59.6
Energy,2015,7409.3,5.8,5982.6,,52.7,30.7,44.2,83.2
Energy,2016,7477.9,11.2,13760.6,0.9,53.5,34.5,40.6,85.3
Energy,2017,7116.3,7.6,8086.9,-4.8,54,35,41.7,85.4
Energy,2018,7512.4,12.5,14477,5.6,55,35.2,43.2,86.5
Energy,2019,7754,14.5,12294.7,3.2,57.4,39.4,46.4,86.2
Energy,2020,7459.6,12.4,8666.2,-3.8,57,40.5,46,84.6
Energy,2021,7613.6,15.6,20118.5,2.1,57.8,42.1,45.5,85.9
Energy,2022,7691.9,12.4,9447.4,1,59,42.2,48.1,86.7
Energy,2023,8198.6,10.9,13370.5,6.6,60.5,42.7,50.1,88.6
Energy,2024,7708.9,7.6,4826.3,-6,62.1,42.6,51.1,92.8
Energy,2025,6929.7,6.8,5147.9,-10.1,64.9,44.4,53.9,96.3
Energy,2015,1946.2,2.4,654.5,,45.7,30.1,27.2,79.9
Energy,2016,1798.1,2.7,900.2,-7.6,47,30.2,26.7,84.1
Energy,2017,1747.1,1.2,420.6,-2.8,45.9,29.9,25.4,82.4
Energy,2018,1371.7,-2.1,2640.1,-21.5,45.9,29.9,25.4,82.4
Energy,2019,1306.3,-4.5,3262.6,-4.8,48.2,33.6,26.5,84.5
Energy,2020,1213,-5.9,4799.3,-7.1,47.2,28.9,27,85.6
Energy,2021,1012.6,-3.4,1486.9,-16.5,48.4,29.4,27.8,88
Energy,2022,1013.3,0.8,130.6,0.1,48.1,28.1,26.8,89.4
Energy,2023,943.3,-0.4,1033.7,-6.9,49.7,31.7,30.3,87
Energy,2024,1012.9,-1.6,5053.6,7.4,48.1,32.4,28.1,84
Energy,2025,922.7,-2.6,2524.7,-8.9,48.9,35.3,29,82.4
Transportation,2015,444.2,3.9,141.2,,43.8,27.5,83.4,20.5
Transportation,2016,458.3,-0.5,2237.4,3.2,44.6,31.5,80.4,21.7
Transportation,2017,437.7,1.9,155.5,-4.5,44.3,34.2,76.7,22
Transportation,2018,432.2,3,137,-1.2,45.3,36.2,78.4,21.4
Transportation,2019,380.2,1.4,101,-12,43.1,31.3,78.2,19.8
Transportation,2020,344.9,-1.7,1060.3,-9.3,44.7,32.6,79.9,21.8
Transportation,2021,352.3,-2.1,601.2,2.1,43.2,31.3,76.9,21.5
Transportation,2022,368.8,-2.3,1341.5,4.7,43.2,31.4,78.5,19.7
Transportation,2023,396.7,-3.1,1797.1,7.6,41.7,30.4,77.5,17.3
Transportation,2024,394.9,-0.7,1393.5,-0.5,43.3,32.4,77.2,20.1
Transportation,2025,423.4,-2.4,898.5,7.2,44.3,31.1,79.5,22.4
Healthcare,2015,8643.8,26.4,36906,,50.9,39.1,30.9,82.7
Healthcare,2016,9247.6,25.4,27131.5,7,53.3,42,32.3,85.6
Healthcare,2017,8677.4,29.6,51957.2,-6.2,55,46,29.4,89.8
Healthcare,2018,9498.1,27.7,35202.9,9.5,56.4,44.9,31.4,93
Healthcare,2019,10238.6,28.4,66082.6,7.8,54.8,43.9,31.3,89.3
Healthcare,2020,10346.8,29.7,52205.3,1.1,55.2,42.8,35.6,87.2
Healthcare,2021,10763.5,32.2,84929.7,4,57.4,41.3,39.4,91.6
Healthcare,2022,10424.8,32.2,38133.9,-3.1,57.6,38.9,42,91.8
Healthcare,2023,11297.2,33.3,54234.6,8.4,59.2,38.5,46.3,92.7
Healthcare,2024,11686.3,33.7,79382.4,3.4,59.6,40.2,47.1,91.5
Healthcare,2025,11371.6,36.7,78853.3,-2.7,61.2,44.1,49.9,89.5
Retail,2015,587.4,5.9,551.9,,36.8,52.3,11.8,46.3
Retail,2016,598.7,2.6,301.2,1.9,36.7,55.1,9.5,45.6
Retail,2017,595,1.7,116.1,-0.6,37.5,58.9,5,48.7
Retail,2018,621.5,-0.1,1437,4.4,39,57.7,7.9,51.5
Retail,2019,591.8,-0.7,1980.2,-4.8,39.9,59.2,6.4,54.2
Retail,2020,653.1,0.1,10.6,10.4,42.3,60.9,8.4,57.5
Retail,2021,639.7,-2.5,2096.2,-2.1,42.9,61.2,9.7,57.9
Retail,2022,599.2,-0.8,531.6,-6.3,47.5,66.8,12.6,63
Retail,2023,641.5,-2.7,2688,7.1,47,67.8,11.9,61.3
Retail,2024,696,-1.4,3160.5,8.5,47.7,65.7,13.1,64.4
Retail,2025,662.3,0.7,88.7,-4.9,47.7,64,13.3,65.9
Healthcare,2015,8416.9,23.6,47471.5,,48.6,73.7,50.4,21.7
Healthcare,2016,7862.8,26,45451.1,-6.6,48,73.1,50.8,20.2
Healthcare,2017,8431.7,25.7,53617.4,7.2,50.3,76.2,49.7,25.2
Healthcare,2018,8423,20,27396.1,-0.1,50.5,75.9,51,24.6
Healthcare,2019,8719.7,20.5,20858.9,3.5,50.3,73.5,50.7,26.6
Healthcare,2020,9670.3,18.2,18588,10.9,52,77.5,53,25.5
Healthcare,2021,10179.9,17.4,25503.7,5.3,53.9,77.5,57.5,26.7
Healthcare,2022,10076.9,18.1,22920.5,-1,55.1,78.8,60,26.6
Healthcare,2023,11519.7,19.3,32876,14.3,55.3,84.5,61.1,20.4
Healthcare,2024,11810.9,16.8,43341.7,2.5,55.6,85,62.9,19
Healthcare,2025,12120.4,13.9,41685.9,2.6,55.4,88.4,61.5,16.2
Consumer Goods,2015,209.6,6.1,317.4,,53.7,64.8,70.5,25.8
Consumer Goods,2016,197,4.8,165.7,-6,54.3,64.2,70.9,27.7
Consumer Goods,2017,200.4,4.7,129.7,1.7,54.8,65,71.6,27.8
Consumer Goods,2018,207.7,3.9,180.8,3.6,56.1,65.9,73.1,29.4
Consumer Goods,2019,227.9,2.9,119.4,9.7,56.2,69.8,70.7,28.2
Consumer Goods,2020,250.5,-0.4,1088.6,9.9,56.9,73.6,69.6,27.4
Consumer Goods,2021,256.1,-0.5,157.8,2.2,59.7,76.8,75.6,26.9
Consumer Goods,2022,260.1,-5.8,516.8,1.6,62,80.5,73.7,31.9
Consumer Goods,2023,284,-5.9,1399.4,9.2,63,82.7,75.7,30.6
Consumer Goods,2024,305.5,-5.6,1154.8,7.6,62.9,83,75.7,30.1
Consumer Goods,2025,296.1,-4.6,221.9,-3.1,65.1,86.3,74.8,34.1
Technology,2015,1829.7,20.6,11120.4,,50.6,90.4,44,17.5
Technology,2016,1912.2,17.1,7593.2,4.5,51.3,90.2,46.7,16.8
Technology,2017,2298.5,20.1,14377,20.2,51.9,91.8,45.6,18.2
Technology,2018,2707.9,14.6,9103.2,17.8,52.9,93.1,46.1,19.5
Technology,2019,2764,12.1,6067.8,2.1,52.2,93.6,45.4,17.6
Technology,2020,2951.5,17.2,11896.1,6.8,51.7,96.8,42.5,15.8
Technology,2021,3253.3,23.7,20336.6,10.2,51.4,95.1,44.3,14.7
Technology,2022,3510.1,23.3,24999.7,7.9,51.7,92.9,45.7,16.4
Technology,2023,4266.2,24.9,28913.2,21.5,52.1,95.5,44,16.8
Technology,2024,4449.2,21,25207.7,4.3,51.6,92.8,44.7,17.3
Technology,2025,4740.9,23.5,17230.4,6.6,52.2,92,46.5,18.1
Retail,2015,535.9,4.8,500.1,,15.8,5.9,29.1,12.5
Retail,2016,548.2,3.6,267.9,2.3,15.2,5.6,30.6,9.3
Retail,2017,467.7,6.4,572.1,-14.7,14.6,6.7,28.5,8.4
Retail,2018,426.5,8.2,357.9,-8.8,16.6,7,31.7,11.3
Retail,2019,420.8,9.7,755.3,-1.3,18.3,10.5,34.5,9.8
Retail,2020,458.4,10.2,648.7,8.9,18.2,11,34,9.6
Retail,2021,456.8,11.9,1098.3,-0.3,18.4,13.6,33,8.6
Retail,2022,500.7,9.9,1224.8,9.6,19.3,13.7,34.6,9.4
Retail,2023,545.2,8.9,1039.7,8.9,19.9,12.8,34.5,12.3
Retail,2024,588.2,6.8,704.2,7.9,19.1,14.5,33.6,9.3
Retail,2025,656.1,8,704.2,11.5,18.7,12.4,32.9,11
Consumer Goods,2015,769.8,15.4,2774.2,,61.2,67.7,47.4,68.5
Consumer Goods,2016,852.1,16.5,1712,10.7,61.5,69.4,48.2,66.8
Consumer Goods,2017,991.9,20.9,3662.2,16.4,61.4,70.4,48,65.8
Consumer Goods,2018,1095.6,21.5,2845.2,10.5,63,71.2,49.2,68.7
Consumer Goods,2019,1240.8,23.2,3442.4,13.2,64.7,71.3,51.7,71
Consumer Goods,2020,1240,24.8,7104.7,-0.1,66.2,71.9,55.8,70.8
Consumer Goods,2021,1428,25.5,6635.6,15.2,66.4,72.2,57.5,69.6
Consumer Goods,2022,1786.5,26,7860.8,25.1,67.2,74,58.8,68.9
Consumer Goods,2023,1966.1,27,10843.2,10.1,68.9,76.9,61,68.7
Consumer Goods,2024,2042.9,27.6,9095.7,3.9,68.8,78,61.9,66.5
Consumer Goods,2025,2316.1,29.6,10905.2,13.4,69.3,77.5,63.3,67.1
Transportation,2015,119,9.7,214.5,,48.4,76.6,66.1,2.5
Transportation,2016,116.5,9,178.4,-2.1,48.3,73.6,66.9,4.6
Transportation,2017,127.5,7.9,104.7,9.5,47.7,74.2,64.6,4.3
Transportation,2018,145.4,9.6,139.1,14,48,75.9,65.4,2.8
Transportation,2019,158.6,4.1,81.5,9,50.3,77.2,68.8,4.9
Transportation,2020,173.8,3,91.2,9.6,49.3,76.9,65.4,5.6
Transportation,2021,218.8,3.7,110.8,25.9,49,77.8,66.4,2.8
Transportation,2022,246.4,2.3,67.7,12.6,50.4,80.1,65.8,5.3
Transportation,2023,262.8,0.3,7.1,6.6,49.9,79.6,66.7,3.2
Transportation,2024,277,-3.9,608.4,5.4,49,76.5,67.1,3.4
Transportation,2025,299,-6.5,370.6,7.9,48.8,75.1,66.8,4.5
Consumer Goods,2015,1362.2,15.2,2314.3,,64.6,42.9,81.3,69.7
Consumer Goods,2016,1275.2,16.2,2583.3,-6.4,63.4,42.1,81.8,66.3
Consumer Goods,2017,1443,17.8,5058.9,13.2,63.3,43.5,79.9,66.4
Consumer Goods,2018,1496.5,16.8,3548.3,3.7,63.5,44.3,79.7,66.6
Consumer Goods,2019,1586.9,14.4,5547.6,6,65,46.1,79.1,69.7
Consumer Goods,2020,1664.7,16.8,3608.7,4.9,65.8,44.1,81.9,71.2
Consumer Goods,2021,1787.2,15.8,4145.7,7.4,66.6,42.3,85.1,72.3
Consumer Goods,2022,1812.1,14.9,3233,1.4,67.1,45.7,84.3,71.4
Consumer Goods,2023,2090.4,12.1,4826.8,15.4,67.8,44.7,87.7,70.9
Consumer Goods,2024,2348.4,15,4463.9,12.3,68.5,45.4,90.7,69.2
Consumer Goods,2025,2495.3,14.7,7005.2,6.3,67.4,45.2,88.5,68.6
Utilities,2015,831.2,10,735.2,,70.4,30.3,93.6,87.2
Utilities,2016,843.9,9.8,1086,1.5,70.8,33.2,94.5,84.6
Utilities,2017,825.1,10.2,925.4,-2.2,71.7,34.6,95.6,84.9
Utilities,2018,786.4,5.9,483.6,-4.7,73.5,35.9,97.8,86.8
Utilities,2019,808.6,4.7,527.2,2.8,73.1,33.1,100,86.2
Utilities,2020,809.3,5.5,590.9,0.1,73.5,34.9,100,85.5
Utilities,2021,794.7,8,712.5,-1.8,73.9,34,99,88.6
Utilities,2022,728.6,8.8,846.4,-8.3,74.4,32.2,100,91.2
Utilities,2023,681.8,6.5,656.8,-6.4,72.7,33,98.7,86.5
Utilities,2024,677.9,7.9,697.6,-0.6,71.9,33.3,96,86.4
Utilities,2025,656.7,9.4,730.7,-3.1,72.7,35.2,97.4,85.5
Healthcare,2015,4068,18.8,18841.7,,59.7,17.3,85.4,76.5
Healthcare,2016,4290.6,18,12695.7,5.5,60.4,19,86.9,75.3
Healthcare,2017,5226.3,19.4,13132.8,21.8,60.5,21.2,83.6,76.6
Healthcare,2018,5888,20.9,25557.4,12.7,61.7,22.1,84.2,78.7
Healthcare,2019,6018.5,21.8,19068.4,2.2,64,28,87.2,76.9
Healthcare,2020,6555.2,25.4,40924.2,8.9,64.1,26,88.4,77.7
Healthcare,2021,7213.1,29.1,26990.4,10,66.3,29.3,92,77.7
Healthcare,2022,8946.8,23.9,38048.8,24,67.2,31,93.6,77.1
Healthcare,2023,10734.2,22,39066.1,20,67.4,32.9,90.7,78.7
Healthcare,2024,11283.7,22,37001.2,5.1,67,35.5,87,78.6
Healthcare,2025,13316.3,22.9,52639.8,18,69.5,41.3,88.3,78.9
Finance,2015,713.6,12.1,1217.9,,72,99.9,70.2,46
Finance,2016,662.8,11.6,706.1,-7.1,73.8,99.2,73.9,48.1
Finance,2017,699.7,8.8,825,5.6,73.6,100,74.2,46.7
Finance,2018,648.4,10.5,1043.6,-7.3,73.1,100,71.4,47.8
Finance,2019,687.5,9.7,978.1,6,74.1,99.1,72,51
Finance,2020,616.1,10.1,1199.1,-10.4,73.8,99,70.5,52
Finance,2021,674.1,11,958.2,9.4,75.2,100,72.7,53
Finance,2022,709.4,10.2,757.6,5.2,75.7,99.5,73.5,54.1
Finance,2023,655.8,12.4,827.2,-7.5,77.7,100,77.3,55.7
Finance,2024,600.6,12.2,995.7,-8.4,77.5,100,77,55.6
Finance,2025,625.3,10.8,882.9,4.1,77.9,100,77.6,56
Utilities,2015,702.2,10.2,1034.9,,57.3,24.8,60.8,86.3
Utilities,2016,729,9.4,898.1,3.8,56.8,25.5,60.1,84.8
Utilities,2017,669.1,11.2,825.5,-8.2,57.2,25.5,60.2,85.8
Utilities,2018,720.9,10,776,7.7,58,24.3,64.9,84.6
Utilities,2019,756.3,9.8,838.1,4.9,57.4,24.7,64.5,83.1
Utilities,2020,720.2,9.6,834,-4.8,61,29,67,86.9
Utilities,2021,682.1,9.8,537.5,-5.3,61.5,24.8,69.7,90
Utilities,2022,673.7,9.2,921.1,-1.2,60.6,25.9,64.7,91
Utilities,2023,694,11.2,1093.3,3,58.7,27.7,62.2,86.2
Utilities,2024,710.2,11.1,1012.6,2.3,57.4,27.1,62.6,82.3
Utilities,2025,774,10.7,1141.1,9,57.9,28.8,61.8,83
Utilities,2015,828.6,4.5,521.1,,28.7,28.5,19.8,37.7
Utilities,2016,818.8,4.3,461.1,-1.2,29.9,31.4,20.9,37.2
Utilities,2017,754,3.5,216.2,-7.9,28.8,32.2,19.2,35.1
Utilities,2018,874,3.2,331.2,15.9,28.2,35.1,14.9,34.6
Utilities,2019,950.4,0.9,120.7,8.7,28.1,36.1,16.5,31.6
Utilities,2020,913.9,-1.6,1604.4,-3.8,28.8,38.3,17.3,30.9
Utilities,2021,946.6,-5.9,1575.6,3.6,28.8,38.2,17.2,31.1
Utilities,2022,975.2,-4.6,514.7,3,30,39.5,17.8,32.7
Utilities,2023,1123.9,-5.3,4269.9,15.2,32.7,44.4,22.9,30.8
Utilities,2024,1084.2,-1.6,1650.9,-3.5,34.9,45.4,27.1,32.2
Utilities,2025,1102.7,-1.5,3585,1.7,35.7,48.9,26.4,31.9
Transportation,2015,362.5,4.7,240.7,,37.8,14.1,64.1,35.1
Transportation,2016,406.5,7.9,596.7,12.2,37.3,14.5,61.5,36.1
Transportation,2017,442.9,5.5,271.6,8.9,39.3,14.9,65.2,37.8
Transportation,2018,471.1,3.1,211.4,6.4,41.1,19.8,66,37.3
Transportation,2019,526.5,1.7,85.1,11.8,40.8,19.3,65.8,37.3
Transportation,2020,537.3,2.3,211.6,2.1,42.7,20.5,69.5,38.1
Transportation,2021,626.4,5.3,429.1,16.6,42.1,22.7,69.8,33.8
Transportation,2022,652.9,4.7,609.2,4.2,41.9,22.2,67.3,36.2
Transportation,2023,711,0.4,55,8.9,41.8,21.7,66.3,37.4
Transportation,2024,739.7,-1.5,1102.5,4,42.8,23.8,66.1,38.4
Transportation,2025,742.1,0.8,93.4,0.3,42.7,23.2,66.6,38.4
Utilities,2015,643.4,12.2,665.1,,29.7,28.7,38.8,21.5
Utilities,2016,583.9,13.8,814.1,-9.2,31.1,31.2,38.1,23.8
Utilities,2017,660,13.2,1116.4,13,33.8,34.4,41.8,25.2
Utilities,2018,738,12.9,981.2,11.8,34,31.9,44.2,26.1
Utilities,2019,849.8,14.4,1423.3,15.2,33.3,28.9,44.5,26.6
Utilities,2020,740.3,12.7,1054.9,-12.9,34.2,28.2,45.8,28.5
Utilities,2021,743.9,12.2,1237.6,0.5,35.5,28.4,46.9,31.1
Utilities,2022,761.4,15,1277.7,2.4,36.5,31.4,46.3,31.7
Utilities,2023,706.8,15.3,1195,-7.2,36.5,33.2,43.2,33
Utilities,2024,650.2,14.6,826.2,-8,37.2,35.1,39,37.5
Utilities,2025,657.1,13.4,1238.7,1.1,38.6,36.9,41.7,37.2
Manufacturing,2015,915.8,8.7,1574,,31.1,44,42.4,6.8
Manufacturing,2016,1089.8,12,1284.6,19,32.2,44.8,44.6,7.1
Manufacturing,2017,1139.1,13.4,2200,4.5,32.9,47.5,44.9,6.3
Manufacturing,2018,1302.3,13.2,2927.8,14.3,32.2,49.1,41.5,6.1
Manufacturing,2019,1159.5,16.7,3338.1,-11,32.1,47.9,40.1,8.5
Manufacturing,2020,1175.1,15.7,3175.4,1.3,31.4,49.1,39.6,5.4
Manufacturing,2021,1045.1,16.3,3321,-11.1,30.3,49,39.2,2.9
Manufacturing,2022,1153.7,12.4,1524.1,10.4,30.7,51.1,41,0
Manufacturing,2023,1169.2,10.2,2207.8,1.3,30.8,52.3,39,1.2
Manufacturing,2024,1211.5,8.9,953.1,3.6,33.3,55.6,40.1,4.2
Manufacturing,2025,1335.2,6,1320.5,10.2,34.5,53.9,42.1,7.5
Consumer Goods,2015,1921.2,11.3,4407.9,,76,81.2,53.1,93.6
Consumer Goods,2016,1967.2,12.4,4267.3,2.4,77.4,84.2,53.4,94.5
Consumer Goods,2017,2076,11.7,2559.7,5.5,79.3,86.5,55.3,96.1
Consumer Goods,2018,2031.9,11.7,2430,-2.1,78.7,86.3,54.5,95.3
Consumer Goods,2019,2047,13.4,6420.3,0.7,78.7,83.5,56.8,95.8
Consumer Goods,2020,2328.3,10.1,5428.6,13.7,78.7,83.9,58.3,93.8
Consumer Goods,2021,2499.7,7.1,3574.8,7.4,78,85.1,56.1,92.7
Consumer Goods,2022,2636.7,6,2945.2,5.5,82.7,88.2,61.4,98.6
Consumer Goods,2023,2760.8,4.1,1921.5,4.7,83.6,90.6,62.9,97.3
Consumer Goods,2024,2937.6,2.9,1006.9,6.4,82.7,90.6,60.8,96.6
Consumer Goods,2025,3061.3,0.4,222,4.2,81.8,91.2,59.1,95
Technology,2015,2955.8,17.6,17077.6,,62.3,92.3,28.3,66.2
Technology,2016,3073.2,20.3,12745.9,4,61.3,93.2,26.1,64.5
Technology,2017,3615.4,22.9,17389.5,17.6,61.8,92.4,26.4,66.6
Technology,2018,4131.5,27.2,22211.7,14.3,61.9,91.7,27.1,66.8
Technology,2019,4531.9,26.8,36043.5,9.7,61.2,89.7,27.9,66
Technology,2020,5322.5,25.8,31526.8,17.4,60.3,90.2,29.3,61.2
Technology,2021,6220.5,26.5,29217.3,16.9,61.2,92,28,63.5
Technology,2022,7338.6,24.4,44249,18,60.8,90.9,28.8,62.7
Technology,2023,8306.3,28.6,41673.3,13.2,60.9,88.5,30.7,63.4
Technology,2024,9208.2,27.6,57946.1,10.9,62.1,91.4,29.2,65.6
Technology,2025,10231.1,27.8,79270.5,11.1,60.6,91.6,26.3,64.1
Consumer Goods,2015,854,15.8,1637.2,,65.6,39.9,69.7,87
Consumer Goods,2016,845.2,16.6,1900.9,-1,66.2,43.1,71.1,84.4
Consumer Goods,2017,882.9,17.4,2564.5,4.5,66.4,45.8,68.7,84.8
Consumer Goods,2018,867.4,20,4325.6,-1.8,64.4,42.8,63.5,86.9
Consumer Goods,2019,945.1,19.5,3839,9,67.6,46.6,63.6,92.7
Consumer Goods,2020,1011.3,16.8,2325.2,7,68.5,47.1,65.3,93.3
Consumer Goods,2021,1135.4,18.2,2468.3,12.3,69.9,52.4,64.2,93.3
Consumer Goods,2022,1157.7,22.4,5624.9,2,70.4,52.2,63.8,95.2
Consumer Goods,2023,1239.1,21.1,4651.3,7,72,56.6,61.8,97.6
Consumer Goods,2024,1262.4,21.5,6659.4,1.9,72.8,58.5,60.2,99.8
Consumer Goods,2025,1282.8,22.9,5652.2,1.6,72.9,61.7,58.3,98.7
Consumer Goods,2015,1334.6,10,2949.3,,35.5,41,36.5,29.1
Consumer Goods,2016,1432.6,8.3,2782.2,7.3,35.8,40.1,37.7,29.7
